Original,Human-readable,topic_2_environmental_regulation,topic_4_customer_orientation,topic_6_shareholder_affiliation,topic_8_hiring_employees,topic_9_natural_disaster,topic_11_litigation,topic_12_carbon_emissions,topic_13_labor_issues,topic_14_supply_chain_problems,topic_15_taxes,is_overlap,has_overlap,has_label
tax_disease_zika_virus,virus,,,,,1,,,,,,,FALSE,TRUE
tax_econ_freetradeagreements,econ free trade agreements,,,,,,,,,,,,FALSE,FALSE
tax_econ_freetradeagreements_eurasian_economic_union,eurasian economic union,,,,,,,,,,,,FALSE,FALSE
tax_econ_freetradeagreements_european_economic_area,european economic area,,,,,,,,,,,,FALSE,FALSE
tax_econ_freetradeagreements_free_trade_agreement,free trade agreement,,,,,,,,,,,,FALSE,FALSE
tax_econ_freetradeagreements_mercosur,mer co sur,,,,,,,,,,,,FALSE,FALSE
tax_econ_freetradeagreements_nafta,naf ta,,,,,,,,,,,,FALSE,FALSE
tax_econ_freetradeagreements_north_american_free_trade_agreement,north american free trade agreement,,,,,,,,,,,,FALSE,FALSE
tax_econ_freetradeagreements_tpp,tp p,,,,,,,,,,,,FALSE,FALSE
tax_econ_freetradeagreements_ttip,t tip,,,,,,,,,,,,FALSE,FALSE
tax_econ_price,econ price,,1,,,,,,,,,,FALSE,TRUE
tax_ethnicity,ethnicity,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_ahmadi,ahmadi,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_albanian,albanian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_albanians,albanians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_algerian,algerian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_american,american,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_americans,americans,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_arab,arab,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_arabs,arabs,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_argentinians,argentinian s,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_ari,ari,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_armenian,armenian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_armenians,armenians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_asian,asian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_asians,asians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_australian,australian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_australians,australians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_austrian,austrian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_austrians,austrians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_azerbaijani,azerbaijani,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_bahraini,bahrain i,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_baloch,baloch,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_bangladeshi,bangladesh i,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_basque,basque,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_belarusian,belar usia n,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_belgian,belgian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_bengali,bengali,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_black,black,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_blacks,black s,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_bolivia,bolivia,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_buddhist,buddhist,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_buddhists,buddhists,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_bulgarian,bulgarian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_canadian,canadian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_canadians,canadians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_catalan,catalan,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_catholics,catholics,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_celtic,celtic,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_chechen,chechen,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_cherokee,cherokee,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_chileans,chileans,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_chinese,chinese,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_chop,chop,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_chops,chops,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_christian,christian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_christians,christians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_colombian,colombian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_colombians,colombians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_coptic,coptic,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_copts,copt s,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_creole,creole,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_croatian,croatian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_croats,croat s,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_czech,czech,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_czechs,czechs,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_dalit,da lit,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_dalits,da lits,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_dime,dime,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_dominicans,dominicans,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_dutch,dutch,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_edo,edo,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_english,english,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_eritrean,eritrean,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_estonian,estonian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_europeans,europeans,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_filipino,filipino,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_filipinos,filipinos,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_finns,finns,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_french,french,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_fulani,fulani,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_galician,galician,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_georgian,georgian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_georgians,georgians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_german,german,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_germans,germans,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_greek,greek,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_greeks,greeks,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_guatemalan,guatemalan,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_haitian,haitian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_haitians,haitians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_hawaiian,hawaiian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_hindu,hindu,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_hindus,hindus,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_houthi,hout hi,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_houthis,hout his,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_hungarian,hungarian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_hungarians,hungarians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_indian,indian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_indians,indians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_indigenous,indigenous,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_indonesian,indonesian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_indonesians,indonesians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_iranian,iranian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_iranians,iranians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_irish,irish,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_italian,italian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_italians,italians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_jain,jain,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_japanese,japanese,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_jewish,jewish,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_kannada,kannada,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_kashmiri,kashmiri,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_kazakh,kazakh,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_kenyan,kenyan,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_kenyans,kenyans,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_khmer,khmer,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_komi,komi,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_korean,korean,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_koreans,koreans,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_kurds,kurd s,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_kyrgyz,ky r gy z,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_lao,lao,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_laos,laos,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_latinos,latinos,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_latvian,latvian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_lithuanian,lithuanian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_luo,luo,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_macedonian,macedonian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_malaga,malaga,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_malay,malay,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_mali,mali,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_maltese,maltese,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_maori,maori,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_mauritania,mauritania,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_mayan,mayan,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_mend,mend,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_mocha,mocha,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_moro,moro,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_moroccan,moroccan,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_moroccans,moroccans,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_muslim,muslim,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_muslims,muslims,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_naga,naga,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_nao,na o,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_native_american,native american,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_native_americans,native americans,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_navajo,navajo,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_nepalese,nepalese,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_nepali,nepali,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_new_zealanders,new zealanders,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_nicaraguan,nicaraguan,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_norwegians,norwegians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_palestinian,palestinian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_palestinians,palestinians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_paraguayan,paraguayan,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_persian,persian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_peruvian,peruvian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_peruvians,peruvians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_pole,pole,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_poles,poles,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_portuguese,portuguese,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_protestant,protestant,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_protestants,protestants,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_punjabi,punjabi,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_qiang,q i ang,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_rakhine,rakh ine,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_rohingya,r ohing ya,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_rohingyas,roh in gyas,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_romanian,romanian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_romanians,romanian s,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_russian,russian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_russians,russians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_sami,sami,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_scandinavian,scandinavian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_scottish,scottish,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_sena,sena,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_serb,serb,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_serbs,serb s,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_shiite,shiite,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_shiites,shiite s,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_sicilian,sicilian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_sioux,sioux,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_slavic,slavic,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_slovene,slovene,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_somali,somali,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_soviet,soviet,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_soviets,soviets,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_spanish,spanish,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_sudanese,sudanese,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_sufi,sufi,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_sunni,sunni,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_sunnis,sunni s,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_swede,swede,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_swedes,swedes,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_taiwanese,taiwanese,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_tajik,tajik,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_tamil,tamil,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_tatar,tatar,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_tatars,tatars,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_telugu,telugu,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_teutonic,teutonic,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_thai,thai,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_thais,thais,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_tibetan,tibetan,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_turkish,turkish,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_turkmen,turkmen,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_ukrainian,ukrainian,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_ukrainians,ukrainians,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_urdu,urdu,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_uzbek,uzbek,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_venezuelan,venezuelan,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_venezuelans,venezuelans,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_vietnamese,vietnamese,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_walloon,walloon,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_welsh,welsh,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_white,white,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_yugoslav,yugoslav,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_zhuang,z huang,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_zimbabwean,zimbabwe an,,,,,,,,,,,,FALSE,FALSE
tax_ethnicity_zimbabweans,zimbabwe ans,,,,,,,,,,,,FALSE,FALSE
tax_fncact,fnc act,,,,,,,,,,,,FALSE,FALSE
tax_fncact_accountant,accountant,,,,,,,,,,,,FALSE,FALSE
tax_fncact_accountants,accountants,,,,,,,,,,,,FALSE,FALSE
tax_fncact_activist,activist,,,,,,,,1,,,,FALSE,TRUE
tax_fncact_activists,activists,,,,,,,,1,,,,FALSE,TRUE
tax_fncact_actor,actor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_actress,actress,,,,,,,,,,,,FALSE,FALSE
tax_fncact_actresses,actresses,,,,,,,,,,,,FALSE,FALSE
tax_fncact_administrator,administrator,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_administrators,administrators,,,1,,,,,,,,,FALSE,TRUE
tax_fncact_admiral,admiral,,,,,,,,,,,,FALSE,FALSE
tax_fncact_advertiser,advertiser,,,,,,,,,,,,FALSE,FALSE
tax_fncact_advertisers,advertisers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_adviser,adviser,,,,,,,,,,,,FALSE,FALSE
tax_fncact_advisers,advisers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_agent,agent,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_agents,agents,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_aggressor,aggressor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_aggressors,aggressors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_agronomist,agronomist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_aid_workers,aid workers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_aide,aide,,,,,,,,,,,,FALSE,FALSE
tax_fncact_aides,aides,,,,,,,,,,,,FALSE,FALSE
tax_fncact_airman,airman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_airmen,airmen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_ambassador,ambassador,,,,,,,,,,,,FALSE,FALSE
tax_fncact_ambassadors,ambassadors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_analyst,analyst,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_analysts,analysts,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_anglers,anglers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_animator,animator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_announcer,announcer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_anthropologist,anthropologist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_appointee,appointee,,,,,,,,,,,,FALSE,FALSE
tax_fncact_appointees,appointees,,,,,,,,,,,,FALSE,FALSE
tax_fncact_apprentice,apprentice,,,,,,,,,,,,FALSE,FALSE
tax_fncact_arbitrator,arbitrator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_archaeologist,archaeologist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_archbishop,archbishop,,,,,,,,,,,,FALSE,FALSE
tax_fncact_archer,archer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_architect,architect,,,,,,,,,,,,FALSE,FALSE
tax_fncact_architects,architects,,,,,,,,,,,,FALSE,FALSE
tax_fncact_army_officer,army officer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_art_director,art director,,,,,,,,,,,,FALSE,FALSE
tax_fncact_artisan,artisan,,,,,,,,,,,,FALSE,FALSE
tax_fncact_artisans,artisans,,,,,,,,,,,,FALSE,FALSE
tax_fncact_artist,artist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_artists,artists,,,,,,,,,,,,FALSE,FALSE
tax_fncact_assemblyman,assemblyman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_assemblywoman,assemblywoman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_assessor,assessor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_assessors,assessors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_assistant,assistant,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_assistants,assistants,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_associate_director,associate director,,,1,1,,,,,,,,TRUE,TRUE
tax_fncact_astronaut,astronaut,,,,,,,,,,,,FALSE,FALSE
tax_fncact_astronomer,astronomer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_astrophysicist,astrophysicist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_athlete,athlete,,,,,,,,,,,,FALSE,FALSE
tax_fncact_attendant,attendant,,,,,,,,,,,,FALSE,FALSE
tax_fncact_attendants,attendants,,,,,,,,,,,,FALSE,FALSE
tax_fncact_attorney,attorney,1,,,,,1,,,,,,TRUE,TRUE
tax_fncact_attorneys,attorneys,1,,,,,1,,,,,,TRUE,TRUE
tax_fncact_auctioneer,auctioneer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_auditor,auditor,,,,,,1,,,,,,FALSE,TRUE
tax_fncact_author,author,,,,,,,,,,,,FALSE,FALSE
tax_fncact_authorities,authorities,,,,,,,,,,,,FALSE,FALSE
tax_fncact_aviator,aviator,,,,,,,,,,,,FALSE,FALSE
tax_fncact_babies,babies,,,,,,,,,,,,FALSE,FALSE
tax_fncact_baby,baby,,,,,,,,,,,,FALSE,FALSE
tax_fncact_babysitter,babysitter,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bachelor,bachelor,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bachelors,bachelors,,,,,,,,,,,,FALSE,FALSE
tax_fncact_backbenchers,backbenchers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bailiff,bailiff,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bailiffs,bailiffs,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bandit,bandit,,,,,,,,,,,,FALSE,FALSE
tax_fncact_banker,banker,,,,,,,,,,,,FALSE,FALSE
tax_fncact_barber,barber,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bard,bard,,,,,,,,,,,,FALSE,FALSE
tax_fncact_baroness,baroness,,,,,,,,,,,,FALSE,FALSE
tax_fncact_barrister,barrister,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bartender,bartender,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bartenders,bartenders,,,,,,,,,,,,FALSE,FALSE
tax_fncact_beauty_queen,beauty queen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_beggar,beggar,,,,,,,,,,,,FALSE,FALSE
tax_fncact_best_man,best man,,,,,,,,,,,,FALSE,FALSE
tax_fncact_biologist,biologist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bishop,bishop,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bishops,bishops,,,,,,,,,,,,FALSE,FALSE
tax_fncact_blacksmith,blacksmith,,,,,,,,,,,,FALSE,FALSE
tax_fncact_blacksmiths,blacksmiths,,,,,,,,,,,,FALSE,FALSE
tax_fncact_board_member,board member,,,,,,,,,,,,FALSE,FALSE
tax_fncact_board_members,board members,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bodyguard,bodyguard,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bookseller,bookseller,,,,,,,,,,,,FALSE,FALSE
tax_fncact_boss,boss,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bosses,bosses,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bowler,bowler,,,,,,,,,,,,FALSE,FALSE
tax_fncact_boxer,boxer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_boxers,boxers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_branch_manager,branch manager,,,,,,,,,,,,FALSE,FALSE
tax_fncact_breadwinner,breadwinner,,,,,,,,,,,,FALSE,FALSE
tax_fncact_breeder,breeder,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bride,bride,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bridesmaids,bridesmaids,,,,,,,,,,,,FALSE,FALSE
tax_fncact_brigadier,brigadier,,,,,,,,,,,,FALSE,FALSE
tax_fncact_brigadier_general,brigadier general,,,,,,,,,,,,FALSE,FALSE
tax_fncact_broker,broker,,,,,,,,,,,,FALSE,FALSE
tax_fncact_builder,builder,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bureaucrat,bureaucrat,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bureaucrats,bureaucrats,,,,,,,,,,,,FALSE,FALSE
tax_fncact_burglar,burglar,,,,,,,,,,,,FALSE,FALSE
tax_fncact_burglars,burglars,,,,,,,,,,,,FALSE,FALSE
tax_fncact_bus_driver,bus driver,,,,,,,,,,,,FALSE,FALSE
tax_fncact_business_executives,business executives,,,1,1,,,,,,,,TRUE,TRUE
tax_fncact_business_leader,business leader,,,1,1,,,,,,,,TRUE,TRUE
tax_fncact_business_leaders,business leaders,,,1,1,,,,,,,,TRUE,TRUE
tax_fncact_businessman,businessman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_businessmen,businessmen,,,,,,,,,,,,FALSE,FALSE
tax_fncact_butcher,butcher,,,,,,,,,,,,FALSE,FALSE
tax_fncact_butchers,butchers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_butler,butler,,,,,,,,,,,,FALSE,FALSE
tax_fncact_buyer,buyer,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cabinet_minister,cabinet minister,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cabinet_ministers,cabinet ministers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cameraman,cameraman,,,,,,,,,,,,FALSE,FALSE
tax_fncact_campaigner,campaigner,,,,,,,,,,,,FALSE,FALSE
tax_fncact_campaigners,campaigners,,,,,,,,,,,,FALSE,FALSE
tax_fncact_candidate,candidate,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_candidates,candidates,,,,1,,,,,,,,FALSE,TRUE
tax_fncact_captain,captain,,,,,,,,,,,,FALSE,FALSE
tax_fncact_captains,captains,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cardinal,cardinal,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cardinals,cardinals,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cardiologist,cardiologist,,,,,,,,,,,,FALSE,FALSE
tax_fncact_caregiver,care giver,,,,,,,,,,,,FALSE,FALSE
tax_fncact_caregivers,care givers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_caretaker,caretaker,,,,,,,,,,,,FALSE,FALSE
tax_fncact_caretakers,caretakers,,,,,,,,,,,,FALSE,FALSE
tax_fncact_carpenter,carpenter,,,,,,,,,,,,FALSE,FALSE
tax_fncact_carpenters,carpenters,,,,,,,,,,,,FALSE,FALSE
tax_fncact_cartoonist,cartoonist,,,,,,,,,,,,FALSE,FALSE
